case:concept:name,concept:name,Resource,time:timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 1373,Take in charge ticket,Value 2,2010/04/14 15:13:59.000,Variant 4,4,Variant 4,Value 1,Value 62,Value 3,Value 6,Value 1,Value 1,Value 1,Value 5,Value 3
Case 1373,Resolve ticket,Value 2,2010/04/14 15:14:04.000,Variant 4,4,Variant 4,Value 1,Value 62,Value 3,Value 6,Value 1,Value 1,Value 1,Value 5,Value 3
Case 1376,Assign seriousness,Value 2,2010/04/27 12:52:43.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1376,Take in charge ticket,Value 16,2010/05/04 13:24:49.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1376,Resolve ticket,Value 16,2010/05/04 13:59:35.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1376,Take in charge ticket,Value 16,2010/05/25 15:43:54.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1376,Resolve ticket,Value 16,2010/05/25 15:48:33.000,Variant 9,9,Variant 9,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1385,Assign seriousness,Value 2,2010/04/27 08:15:20.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1385,Assign seriousness,Value 2,2010/04/29 08:54:14.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1385,Take in charge ticket,Value 2,2010/04/29 08:54:23.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1385,Resolve ticket,Value 2,2010/04/29 08:54:28.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1394,Assign seriousness,Value 2,2010/04/01 09:16:17.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 1394,Take in charge ticket,Value 2,2010/04/02 10:32:20.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 1394,Resolve ticket,Value 2,2010/04/02 10:32:27.000,Variant 1,1,Variant 1,Value 1,Value 97,Value 3,Value 5,Value 2,Value 2,Value 1,Value 4,Value 1
Case 1399,Assign seriousness,Value 2,2010/02/19 09:28:22.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1399,Take in charge ticket,Value 2,2010/02/19 09:28:30.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1399,Resolve ticket,Value 2,2010/02/19 09:28:36.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1400,Assign seriousness,Value 2,2010/02/02 09:57:11.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1400,Take in charge ticket,Value 2,2010/02/02 09:57:23.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1400,Resolve ticket,Value 2,2010/02/02 09:57:29.000,Variant 1,1,Variant 1,Value 1,Value 108,Value 3,Value 2,Value 2,Value 2,Value 1,Value 3,Value 1
Case 1402,Insert ticket,Value 15,2010/05/27 12:57:34.000,Variant 7,7,Variant 7,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1402,Assign seriousness,Value 15,2010/05/28 08:02:51.000,Variant 7,7,Variant 7,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1402,Take in charge ticket,Value 2,2010/06/14 09:43:08.000,Variant 7,7,Variant 7,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1402,Resolve ticket,Value 2,2010/06/14 14:41:55.000,Variant 7,7,Variant 7,Value 1,Value 249,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1438,Assign seriousness,Value 19,2010/07/28 10:45:35.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1438,Take in charge ticket,Value 2,2010/07/29 13:47:58.000,Variant 1,1,Variant 1,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1446,Assign seriousness,Value 14,2010/06/23 15:39:30.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Assign seriousness,Value 2,2010/06/23 16:01:26.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Assign seriousness,Value 2,2010/06/24 07:46:16.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Take in charge ticket,Value 2,2010/06/24 07:46:32.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Resolve ticket,Value 2,2010/06/24 10:33:16.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Take in charge ticket,Value 2,2010/07/14 10:28:32.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1446,Wait,Value 2,2010/07/26 09:27:55.000,Variant 134,134,Variant 134,Value 1,Value 219,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 3
Case 1468,Assign seriousness,Value 2,2010/02/02 10:18:33.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Assign seriousness,Value 16,2010/03/05 12:28:51.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Take in charge ticket,Value 16,2010/03/05 12:28:58.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1468,Resolve ticket,Value 16,2010/03/05 13:45:01.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 1,Value 3,Value 3
Case 1469,Assign seriousness,Value 2,2010/03/19 15:07:01.000,Variant 1,1,Variant 1,Value 1,Value 50,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 1469,Take in charge ticket,Value 2,2010/04/02 10:14:27.000,Variant 1,1,Variant 1,Value 1,Value 50,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 1469,Resolve ticket,Value 2,2010/04/26 15:52:28.000,Variant 1,1,Variant 1,Value 1,Value 50,Value 3,Value 6,Value 1,Value 2,Value 1,Value 5,Value 3
Case 1472,Assign seriousness,Value 2,2010/03/19 15:24:30.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Take in charge ticket,Value 2,2010/03/22 14:43:02.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Wait,Value 2,2010/03/22 14:43:09.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Take in charge ticket,Value 2,2010/03/22 14:45:17.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Wait,Value 2,2010/03/22 14:45:24.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Take in charge ticket,Value 2,2010/04/16 15:55:48.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1472,Resolve ticket,Value 2,2010/04/16 15:55:53.000,Variant 22,22,Variant 22,Value 1,Value 86,Value 3,Value 5,Value 1,Value 2,Value 1,Value 4,Value 1
Case 1485,Assign seriousness,Value 2,2010/01/21 08:52:31.000,Variant 1,1,Variant 1,Value 1,Value 10,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case 1485,Take in charge ticket,Value 2,2010/02/17 10:05:11.000,Variant 1,1,Variant 1,Value 1,Value 10,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case 1485,Resolve ticket,Value 2,2010/02/17 10:05:17.000,Variant 1,1,Variant 1,Value 1,Value 10,Value 3,Value 2,Value 2,Value 3,Value 1,Value 3,Value 3
Case 1491,Assign seriousness,Value 9,2010/07/29 14:00:20.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1491,Take in charge ticket,Value 9,2010/07/29 14:01:48.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1491,Wait,Value 9,2010/07/29 14:02:18.000,Variant 3,3,Variant 3,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1499,Assign seriousness,Value 2,2010/05/18 14:55:10.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/05/19 09:28:36.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Wait,Value 16,2010/05/19 10:31:11.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/05/19 13:25:26.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Wait,Value 16,2010/05/19 14:10:40.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/05/21 13:33:18.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Wait,Value 16,2010/05/21 13:44:25.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/05/27 07:28:34.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Resolve ticket,Value 16,2010/05/27 07:30:29.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/05/28 13:57:34.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Wait,Value 16,2010/05/28 14:24:06.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Take in charge ticket,Value 16,2010/06/04 12:14:15.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1499,Resolve ticket,Value 16,2010/06/04 12:14:22.000,Variant 135,135,Variant 135,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 3
Case 1518,Assign seriousness,Value 6,2010/07/07 10:51:47.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1518,Wait,Value 16,2010/07/13 16:14:46.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1518,Take in charge ticket,Value 16,2010/07/16 08:47:11.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1518,Wait,Value 16,2010/07/16 10:17:21.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1518,Take in charge ticket,Value 2,2010/07/28 10:25:45.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1518,Resolve ticket,Value 2,2010/07/28 10:26:18.000,Variant 34,34,Variant 34,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1523,Assign seriousness,Value 15,2010/07/06 12:34:55.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1523,Take in charge ticket,Value 2,2010/07/09 09:04:12.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1523,Resolve ticket,Value 2,2010/07/09 09:06:26.000,Variant 1,1,Variant 1,Value 1,Value 301,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1527,Assign seriousness,Value 2,2010/03/18 11:41:30.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3
Case 1527,Assign seriousness,Value 2,2010/03/18 11:41:42.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3
Case 1527,Take in charge ticket,Value 2,2010/03/18 11:42:31.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3
Case 1527,Resolve ticket,Value 2,2010/03/18 11:42:36.000,Variant 4,4,Variant 4,Value 1,Value 186,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 3
Case 1528,Assign seriousness,Value 9,2010/07/01 15:49:42.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1528,Assign seriousness,Value 9,2010/07/01 16:00:22.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Assign seriousness,Value 19,2010/07/01 16:00:32.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Take in charge ticket,Value 2,2010/07/02 09:41:09.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Resolve ticket,Value 2,2010/07/02 10:13:08.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Take in charge ticket,Value 2,2010/07/05 06:57:31.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Create SW anomaly,Value 2,2010/07/05 06:57:40.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Resolve ticket,Value 2,2010/07/05 06:57:48.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Take in charge ticket,Value 2,2010/07/05 06:58:47.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Create SW anomaly,Value 2,2010/07/05 06:58:52.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1528,Resolve ticket,Value 2,2010/07/05 07:12:29.000,Variant 138,138,Variant 138,Value 1,Value 22,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1534,Assign seriousness,Value 2,2010/01/13 13:09:31.000,Variant 33,33,Variant 33,Value 1,Value 176,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1534,Take in charge ticket,Value 2,2010/01/26 09:50:48.000,Variant 33,33,Variant 33,Value 1,Value 176,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1534,Resolve ticket,Value 2,2010/01/26 09:50:55.000,Variant 33,33,Variant 33,Value 1,Value 176,Value 3,Value 4,Value 1,Value 2,Value 1,Value 3,Value 3
Case 1561,Assign seriousness,Value 2,2010/04/22 07:25:04.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1561,Take in charge ticket,Value 11,2010/04/22 07:38:05.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1561,Resolve ticket,Value 11,2010/05/03 07:08:01.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 1572,Assign seriousness,Value 9,2010/07/26 14:00:22.000,Variant 4,4,Variant 4,Value 1,Value 71,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 1572,Assign seriousness,Value 21,2010/07/28 13:35:50.000,Variant 4,4,Variant 4,Value 1,Value 71,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 1572,Take in charge ticket,Value 21,2010/07/28 13:36:03.000,Variant 4,4,Variant 4,Value 1,Value 71,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 1572,Resolve ticket,Value 21,2010/07/28 13:36:12.000,Variant 4,4,Variant 4,Value 1,Value 71,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 3
Case 1576,Assign seriousness,Value 2,2010/07/22 10:26:48.000,Variant 1,1,Variant 1,Value 1,Value 202,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1576,Take in charge ticket,Value 9,2010/07/27 10:19:39.000,Variant 1,1,Variant 1,Value 1,Value 202,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1576,Resolve ticket,Value 9,2010/07/27 10:19:47.000,Variant 1,1,Variant 1,Value 1,Value 202,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1585,Assign seriousness,Value 2,2010/05/25 07:57:21.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1585,Take in charge ticket,Value 2,2010/05/28 12:33:23.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1585,Resolve ticket,Value 2,2010/05/28 12:33:49.000,Variant 1,1,Variant 1,Value 1,Value 127,Value 3,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1589,Assign seriousness,Value 2,2010/04/21 15:50:40.000,Variant 1,1,Variant 1,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1589,Take in charge ticket,Value 2,2010/05/17 15:41:42.000,Variant 1,1,Variant 1,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1589,Resolve ticket,Value 2,2010/05/20 08:42:23.000,Variant 1,1,Variant 1,Value 1,Value 65,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1594,Assign seriousness,Value 2,2010/04/13 09:52:20.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Take in charge ticket,Value 2,2010/04/13 14:33:13.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Resolve ticket,Value 2,2010/04/13 14:33:17.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Take in charge ticket,Value 2,2010/04/13 14:34:02.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Create SW anomaly,Value 2,2010/04/13 14:34:05.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Resolve ticket,Value 2,2010/04/13 14:34:09.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Take in charge ticket,Value 2,2010/04/13 14:34:31.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Create SW anomaly,Value 2,2010/04/13 14:34:35.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1594,Resolve ticket,Value 2,2010/04/13 14:34:46.000,Variant 143,143,Variant 143,Value 1,Value 54,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1617,Assign seriousness,Value 9,2010/07/29 07:05:23.000,Variant 24,24,Variant 24,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
Case 1617,Wait,Value 6,2010/07/29 08:53:20.000,Variant 24,24,Variant 24,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 1
Case 1621,Assign seriousness,Value 2,2010/01/15 17:11:07.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case 1621,Take in charge ticket,Value 2,2010/02/01 08:16:26.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case 1621,Resolve ticket,Value 2,2010/02/01 08:30:33.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 3,Value 2,Value 2,Value 2,Value 1,Value 2,Value 1
Case 1652,Assign seriousness,Value 16,2010/02/10 12:15:48.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 1652,Assign seriousness,Value 16,2010/02/24 11:20:45.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 1652,Take in charge ticket,Value 16,2010/02/24 11:25:31.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 1652,Resolve ticket,Value 2,2010/03/15 17:26:37.000,Variant 4,4,Variant 4,Value 1,Value 92,Value 9,Value 4,Value 2,Value 2,Value 2,Value 3,Value 1
Case 1654,Assign seriousness,Value 2,2010/06/08 10:37:21.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1654,Take in charge ticket,Value 11,2010/06/09 07:17:23.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1654,Resolve ticket,Value 11,2010/06/09 07:17:55.000,Variant 1,1,Variant 1,Value 1,Value 9,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1670,Assign seriousness,Value 19,2010/07/22 15:34:47.000,Variant 3,3,Variant 3,Value 1,Value 190,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
Case 1670,Take in charge ticket,Value 11,2010/07/23 15:40:40.000,Variant 3,3,Variant 3,Value 1,Value 190,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1670,Wait,Value 11,2010/07/23 15:44:43.000,Variant 3,3,Variant 3,Value 1,Value 190,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1670,Take in charge ticket,Value 11,2010/07/27 14:46:11.000,Variant 3,3,Variant 3,Value 1,Value 190,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1670,Resolve ticket,Value 11,2010/07/27 14:46:18.000,Variant 3,3,Variant 3,Value 1,Value 190,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1
Case 1684,Assign seriousness,Value 9,2010/07/27 13:54:13.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1684,Assign seriousness,Value 2,2010/07/27 14:42:11.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1684,Take in charge ticket,Value 9,2010/07/29 13:37:22.000,Variant 84,84,Variant 84,Value 1,Value 86,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
